rho,t,h
0.19501990634261923,0.495196819729863,1.0912852212403445
0.1965092338345293,-0.2613365335115672,0.8122671316939318
0.1174312743473531,0.26533200536308715,1.3828755920479425
0.05037381879819517,-0.7359576959518878,1.501450463641533
0.17546642038670804,-0.1887107691060905,1.5154418718838736
0.08904945798927284,-0.6564433287729122,1.0250582974532139
0.05254855969387712,0.09596333175240837,1.5805576801475336
0.20550414505335687,0.18971208177962318,1.4624323486451227
0.05135806374833976,0.4082014005203776,0.9419620197377984
0.0540305227183291,0.0727266223187332,0.4793443978342907
0.1485012773178441,-0.6287039222580442,1.0305461633165576
0.16583162739680454,0.1536209267288177,1.5086633733386545
0.11413217621074051,-0.30629705501915194,1.4181345412159807
0.16708070759974372,-0.6134549640432918,0.5761045790311674
0.05628741599311129,0.4496886134039315,1.0359731528899465
0.07588268885821614,0.5122092648559244,0.68476967014224
0.05515403050812134,0.45588933012885796,1.4895493258216976
0.15745912658898956,-0.6662170957226454,0.7206546569193862
0.10042676655993248,0.7058477649543629,1.0648061627193406
0.16762974532241876,-0.18035682695192304,1.1597175114082354
0.09717288265037834,0.44764450644530884,0.8202044227249954
0.05381455867688121,-0.04491945187099784,1.1591086925593694
0.16860795746981772,0.13109385123917558,1.49576880350833
0.17597650491044767,-0.6013295793510601,0.8559990687973856
0.07725730661910987,-0.567223222428366,0.9203019396625319
0.1389818760976062,-0.6703976272936458,0.5891084501282603
0.17298501587294865,-0.11429431141641277,0.5869841986537069
0.08221805734545055,0.49566065856099417,0.7672291320090973
0.16083969880112445,-0.7258141472789355,1.3449730979036605
0.0857920451431924,0.7289806440945688,0.7120724124833425
0.1477218192130772,0.6245922423044816,0.5116294496705664
0.11031975376251595,0.4597263745512503,1.0852709748562723
0.1085312996847005,-0.7450983296332034,1.5494024411565672
0.11561632266866399,-0.7960110537167726,0.9712301344943377
0.11065439628931235,0.2956294134058052,1.5132906985977528
0.16473429103552933,0.7063599683061693,1.4387890598698065
0.07712857769873253,0.2479860501732196,1.21751759571226
0.09501849816619244,0.645052993329355,1.2343377619349825
0.13290207628895467,-0.33139489738610434,1.2212326631350707
0.08690972915417662,-0.013768707904822541,1.5766717275240543
0.07224828457093829,-0.7953885367828845,0.8795650486324256
0.18855658504523334,0.13008358708277987,1.5020195633710092
0.18340772142868214,-0.3928770199961596,0.985487705486431
0.11182747992855127,-0.2699028668353424,1.054529782348715
0.09421013095549947,-0.2665320773581463,1.401957694615538
0.19457043124315673,-0.6534799492443674,0.5798603216835148
0.14017338509604363,-0.11138184211488014,1.4390711722963672
0.08117188417407742,0.374318432182435,1.0317675472525552
0.09926637687617042,0.16828455043233462,1.3614371257583582
0.08627681857313003,-0.4352882564142226,1.1981254315644463
0.14387189894758162,0.7622520203925875,1.0002773203025146
0.10219573989452145,-0.3340108462331136,1.118746863336103
0.18475431692155062,0.7558260052704497,0.7197250339425145
0.23907920344172787,0.4102774574190594,1.2957454686655958
0.13273682657151867,-0.3185105119950931,0.5778717253874412
0.19935460166091157,-0.5826947544652991,0.8101032712242596
0.1403677628266838,-0.201262687797108,0.6862255532440541
0.13167529581768628,-0.36282149197336455,0.6781162098330866
0.1014187793039232,-0.0798365448206928,1.5030736013583006
0.16955657451310194,0.15648085776751072,1.3999213739390215
0.10518440892587788,-0.12802913681124953,0.45781699444158125
0.21435599984528403,0.028261866603306807,1.4469703283690196
0.2065475275037629,0.4992747265585797,1.4374240437992944
0.15033616238480746,0.35052776755116516,1.5320517669880083
0.22617995197528312,0.1406745721403219,1.5125969001191661
0.1799743589958109,0.06037511966183136,1.391949496769804
0.09604560879787981,0.5331890867857171,1.024329683165074
0.11323449324260981,-0.23695518621624087,1.1407035721993288
0.0959745895323646,0.48828319974211853,1.4850219723910678
0.21523619605713626,-0.22502679605710973,1.289267421557645
0.22150016675078824,0.6181405359436524,0.8884672394347901
0.12360227007238077,0.6181740285977297,0.8749851425503284
0.20270242203198596,0.7222405928924204,1.141740438656
0.12783422351039345,0.10719051956973491,0.6027327378264273
0.17190654389330434,-0.1573764729216773,1.2808979281052353
0.18604957796912136,0.11788527969815288,0.5978006352901453
0.08770771003958822,-0.19815378553288313,1.1094293232691461
0.14440722524322538,0.6731784602106196,0.8451160559983899
0.12121420800889297,0.5803444899882834,1.116723229844707
0.21137409801290835,-0.5796083261292303,1.3681005402576627
0.06903369528138886,0.2631307586794684,1.0008034113015067
0.23003265258309097,0.4096301504416493,1.2235116313116872
0.11961652988687614,0.19573006768896342,0.7202892347736779
0.0904822903533644,0.1356206529784357,0.5932122452519273
0.10592185486742528,0.06688654630601594,1.1036870553701636
0.13955608468048145,0.27925119357140943,1.3178022127300744
0.2227494406943885,0.4933438752876745,1.212798909190185
0.1269199489096048,0.3184919238366513,1.513514731591113
0.05470700589223388,0.6025555061861196,0.5608997126709796
0.19006181531285188,-0.12812862674333356,1.460970958553264
0.11800329733242317,-0.6405219373043528,0.6770769922595387
0.05412474699275472,-0.5001737090663605,0.6588928798421014
